ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000020017	Hal	11.0	15.5	31.5	47.5	105.0	48.0	40.0	193.5
ENSMUSG00000038721	Hoxb7	70.0	55.5	96.5	96.0	73.5	44.5	63.0	2.0
ENSMUSG00000046062	Ppp1r15b	1173.0	1239.0	1080.0	1098.5	1164.0	1355.5	1681.5	1790.0
ENSMUSG00000002679	Med6	433.0	214.5	212.0	202.5	180.0	238.5	199.0	487.5
ENSMUSG00000096751	Gm28373	1.0	0.5	1.5	1.5	14.0	20.0	9.0	90.0
ENSMUSG00000046675	Tmem251	153.0	71.0	182.0	141.0	147.0	87.0	89.0	106.0
ENSMUSG00000091931	Gon7	67.0	35.0	51.5	40.0	52.0	56.5	40.0	95.5
ENSMUSG00000036390	Gadd45a	217.0	356.5	637.5	557.0	684.5	235.5	177.0	156.0
ENSMUSG00000055652	Klhl25	189.0	261.0	338.0	167.5	248.5	170.0	259.5	189.0
ENSMUSG00000025724	Sec11a	1360.0	812.5	728.5	716.0	629.0	721.5	775.5	627.0
ENSMUSG00000057963	Itpk1	63.0	63.0	43.0	95.0	301.0	1197.5	574.0	1221.0
ENSMUSG00000052374	Actn2	84.0	6.0	25.0	9.5	15.0	4.5	6.5	94.5
ENSMUSG00000050875	A730017C20Rik	10.0	13.0	5.0	26.0	44.0	101.5	91.0	1.5
ENSMUSG00000021765	Fst	1564.0	1608.0	3275.0	1219.5	1020.5	312.5	624.5	50.5
ENSMUSG00000052151	Plpp2	518.0	345.0	856.0	527.0	414.0	251.0	269.0	50.0
ENSMUSG00000085093	Gm12737	0.0	0.0	17.0	21.0	15.5	29.5	31.0	87.5
ENSMUSG00000087231	E230016M11Rik	98.0	106.5	191.5	170.0	169.0	67.5	79.0	118.5
ENSMUSG00000063663	Brwd3	632.0	680.5	734.5	694.0	719.0	1224.0	960.0	665.0
ENSMUSG00000043923	Ccdc84	277.0	150.0	145.5	160.0	144.5	227.5	272.0	394.0
ENSMUSG00000005362	Crbn	345.0	347.5	228.5	277.0	249.0	287.5	270.5	354.5
ENSMUSG00000040102	Klhl42	236.0	371.0	560.0	606.5	527.5	292.5	305.0	283.0
ENSMUSG00000086529	Acss2os	18.0	44.5	15.5	9.5	20.5	14.0	26.0	55.0
ENSMUSG00000011306	Sugp1	567.0	520.5	453.5	533.0	525.0	527.0	497.5	812.5
ENSMUSG00000085010	Gssos1	21.0	12.5	69.0	50.5	58.5	25.0	11.5	62.0
ENSMUSG00000114935	AC110817.1	12.0	32.0	67.0	11.0	20.5	0.0	2.5	0.0
ENSMUSG00000083833	Gm13841	1189.0	923.0	922.5	783.5	832.0	1324.5	1178.5	1697.5
ENSMUSG00000020496	Rnf187	1602.0	1233.5	1370.5	1313.0	1493.0	1504.0	1398.0	1799.5
ENSMUSG00000070871	Ccnyl1	1451.0	948.5	1148.5	672.0	682.5	382.0	326.5	571.5
ENSMUSG00000041716	Gm20604	134.0	112.5	94.5	81.0	96.0	112.0	123.5	238.0
ENSMUSG00000056692	D17Wsu92e	1393.0	1318.5	1534.5	1473.5	1209.0	1157.5	1547.0	1321.0
ENSMUSG00000039209	Rpl39l	118.0	99.0	52.5	37.5	35.0	47.5	86.0	776.0
ENSMUSG00000028364	Tnc	20289.0	31537.0	22994.0	15051.5	2894.5	568.5	976.5	5.5
ENSMUSG00000053870	Fpgt	695.0	711.5	751.5	706.0	591.5	587.0	595.0	571.5
ENSMUSG00000041712	Ubr7	580.0	477.0	449.0	354.5	411.0	947.5	915.0	1678.0
ENSMUSG00000052336	Cx3cr1	15.0	101.5	1.5	4.5	0.0	0.0	0.0	1.0
ENSMUSG00000033355	Rtp4	39.0	165.5	53.5	320.5	775.0	470.0	243.5	2.5
ENSMUSG00000090176	Cd200r2	0.0	14.5	46.0	71.0	44.0	5.5	3.0	1.0
ENSMUSG00000029433	Diablo	366.0	295.5	252.5	277.0	322.0	472.5	422.0	441.0
ENSMUSG00000061099	Gapdhs	14.0	52.5	18.5	21.5	22.5	7.0	28.0	34.5
ENSMUSG00000040181	Fmo1	4.0	9.5	1.0	30.0	47.0	52.5	539.0	14.5
ENSMUSG00000032515	Csrnp1	330.0	362.5	199.5	273.5	219.0	217.5	125.5	354.5
ENSMUSG00000087213	2810408I11Rik	101.0	36.0	47.0	22.5	24.5	33.0	18.5	101.5
ENSMUSG00000027547	Sall4	0.0	0.0	0.5	1.0	69.5	1455.5	974.5	1691.0
ENSMUSG00000031422	Morf4l2	6398.0	4467.0	3501.0	4043.0	3299.0	5476.0	6610.5	4152.5
ENSMUSG00000098530	Gm28051	63.0	51.0	54.0	44.0	59.0	48.0	44.5	119.5
ENSMUSG00000021506	Pitx1	195.0	114.0	98.5	60.5	77.5	3.0	36.0	38.0
ENSMUSG00000071041	Impdh2-ps	95.0	69.0	89.0	70.0	53.0	82.0	59.0	158.5
ENSMUSG00000096458	Moap1	52.0	57.0	49.5	43.0	47.0	38.0	39.5	82.5
ENSMUSG00000036585	Fgf1	8.0	26.5	41.0	56.0	54.0	43.0	82.5	17.5
ENSMUSG00000027313	Chac1	276.0	292.5	31.0	49.0	38.0	14.5	31.0	503.0
ENSMUSG00000079509	Zfx	496.0	450.5	524.5	698.0	387.0	492.0	498.0	219.0
ENSMUSG00000038286	Bphl	214.0	244.0	162.5	202.0	166.5	117.0	138.0	178.5
ENSMUSG00000040824	Snrpd2	1701.0	812.5	1045.5	746.5	893.0	1645.0	1274.0	1603.5
ENSMUSG00000074766	Ism1	15.0	8.0	86.0	147.0	10.5	48.0	183.0	6.5
ENSMUSG00000073910	Mob3b	37.0	81.0	46.5	58.5	61.0	189.0	118.5	137.0
ENSMUSG00000046056	Sbsn	70.0	72.5	90.0	114.5	50.5	33.0	90.0	9.0
ENSMUSG00000026616	Cr2	0.0	66.5	163.5	250.0	138.5	328.5	107.5	150.5
ENSMUSG00000018697	Aatf	617.0	277.0	308.5	275.5	293.5	329.5	236.5	599.5
ENSMUSG00000028629	Exo5	235.0	215.5	194.0	139.5	155.0	152.0	142.5	190.0
ENSMUSG00000083449	Gm13487	227.0	123.5	127.0	163.5	122.5	246.5	158.0	166.0
ENSMUSG00000028496	Mllt3	220.0	458.0	647.0	844.5	1088.5	820.5	809.5	80.5
ENSMUSG00000000386	Mx1	1.0	27.5	18.5	44.0	76.5	22.0	13.0	8.0
ENSMUSG00000036155	Mgat5	274.0	553.5	977.0	1050.0	997.5	671.5	446.5	370.5
ENSMUSG00000029847	Slc23a4	2.0	2.0	7.0	4.5	6.0	41.0	17.5	77.5
ENSMUSG00000039202	Abhd2	542.0	1035.5	1435.5	1846.5	2940.0	2059.0	1989.0	814.0
ENSMUSG00000036452	Arhgap26	45.0	90.5	174.0	317.5	392.5	258.5	271.0	176.5
ENSMUSG00000057337	Chst3	2.0	14.5	20.5	73.0	417.5	317.0	151.5	210.5
ENSMUSG00000048922	Cdca2	362.0	200.5	284.5	134.5	253.5	661.5	511.0	1428.0
ENSMUSG00000028878	Fam76a	534.0	518.5	575.0	542.0	458.0	400.0	538.5	577.5
ENSMUSG00000086629	2810403D21Rik	239.0	263.5	217.5	172.5	186.0	173.0	209.5	265.0
ENSMUSG00000056493	Foxk1	443.0	1008.0	410.5	562.5	421.0	360.0	415.0	240.0
ENSMUSG00000081683	Fzd10	0.0	3.0	49.0	31.0	13.5	542.0	567.5	855.5
ENSMUSG00000011427	Zfp790	115.0	184.0	196.0	146.5	151.5	117.0	149.0	82.0
ENSMUSG00000064032	Gm10143	326.0	107.0	264.0	177.5	213.5	325.5	212.0	427.0
ENSMUSG00000087640	Gm14798	21.0	45.5	52.0	57.5	29.5	42.0	39.0	26.5
ENSMUSG00000028479	Gne	375.0	435.0	466.0	523.5	378.0	260.5	187.5	294.0
ENSMUSG00000024742	Fen1	335.0	110.5	273.0	182.0	234.5	344.5	219.5	432.0
ENSMUSG00000061175	Fnip2	291.0	302.5	985.0	1265.0	613.5	481.0	645.5	520.0
ENSMUSG00000090083	Rnf8	202.0	180.0	194.0	188.5	189.0	209.5	194.5	207.5
ENSMUSG00000091906	1700099I09Rik	10.0	28.5	54.5	64.5	31.5	17.5	20.0	8.5
ENSMUSG00000063953	Amd2	300.0	99.0	222.5	146.0	166.5	253.0	252.0	242.5
ENSMUSG00000026347	Tmem163	34.0	19.5	44.5	43.0	35.5	19.0	36.0	81.5
ENSMUSG00000013236	Ptprs	1452.0	3722.0	2094.5	3973.0	2129.5	1637.0	4335.5	2707.0
ENSMUSG00000024217	Snrpc	902.0	448.0	406.5	329.5	415.0	545.5	473.0	1032.0
ENSMUSG00000036372	Tmem258	906.0	549.5	449.0	410.5	404.0	438.5	483.5	629.0
ENSMUSG00000073411	H2-D1	418.0	1015.0	983.5	1331.0	2520.5	3743.0	2381.5	126.5
ENSMUSG00000039623	Ap5z1	225.0	238.0	600.0	703.0	646.5	523.0	352.5	437.0
ENSMUSG00000039478	Micu3	564.0	620.5	522.5	574.0	600.5	522.5	494.0	617.0
ENSMUSG00000024018	Ccdc167	187.0	279.5	224.5	249.5	240.5	229.5	256.5	220.0
ENSMUSG00000024986	Hhex	11.0	22.5	22.0	16.5	18.0	55.5	23.0	190.5
ENSMUSG00000052337	Immt	2070.0	1129.0	1455.5	1338.5	1447.5	2052.0	1410.5	4740.0
ENSMUSG00000086753	Gm15751	47.0	46.5	33.5	49.5	57.5	59.5	57.0	74.0
ENSMUSG00000031157	Pqbp1	742.0	405.0	421.0	411.5	370.5	487.0	376.0	454.0
ENSMUSG00000020788	Atp2a3	2.0	15.5	5.0	69.0	349.0	298.5	240.5	596.0
ENSMUSG00000003299	Mrpl4	581.0	387.0	397.5	370.5	414.5	683.0	397.5	811.0
ENSMUSG00000099471	Gm8451	531.0	142.0	133.0	108.0	111.5	450.0	446.0	10.5
ENSMUSG00000029068	Ccnl2	1403.0	1247.0	921.5	1285.5	1034.5	1551.5	3015.5	2029.5
ENSMUSG00000070526	Peg12	149.0	186.5	219.0	257.5	330.5	124.0	189.5	86.0
ENSMUSG00000087368	BC065397	18.0	7.5	10.0	11.5	12.5	64.0	47.5	81.5
ENSMUSG00000036172	Cd200r3	0.0	39.5	360.5	584.5	604.5	54.5	13.5	0.0
ENSMUSG00000052698	Tln2	836.0	1247.0	504.5	602.0	478.0	454.0	543.0	1103.0
ENSMUSG00000042203	Tbc1d22b	209.0	300.5	260.0	300.0	421.5	364.5	351.0	480.5
ENSMUSG00000073821	8030451A03Rik	996.0	2114.5	864.0	532.5	74.5	19.0	33.5	0.0
ENSMUSG00000031153	Gripap1	457.0	392.5	595.5	659.0	552.5	554.0	572.0	198.5
ENSMUSG00000040952	Rps19	6122.0	4270.5	4341.5	4058.0	3967.0	6030.5	6183.5	6030.5
ENSMUSG00000034765	Dusp5	667.0	370.5	521.5	325.0	273.0	174.0	109.5	84.0
ENSMUSG00000048965	Mrgpre	42.0	220.5	170.0	207.5	158.0	19.0	10.0	0.0
ENSMUSG00000028998	Tomm7	751.0	401.5	333.5	304.0	386.0	650.0	519.5	1030.5
ENSMUSG00000074489	Bglap3	2.0	3.0	5.0	0.5	11.0	38.0	30.0	79.5
ENSMUSG00000061111	Mcrip1	656.0	657.5	438.0	558.0	416.0	236.5	337.5	329.5
ENSMUSG00000028369	Svep1	954.0	2172.0	188.0	143.5	55.0	7.0	61.0	0.0
ENSMUSG00000015957	Wnt11	85.0	122.5	27.0	35.0	28.0	2.0	15.0	9.0
ENSMUSG00000020612	Prkar1a	4532.0	4856.0	5486.0	5674.0	3757.5	2477.5	3945.5	2093.0
ENSMUSG00000024019	Cmtr1	512.0	791.5	579.5	677.0	659.0	589.5	608.5	548.0
ENSMUSG00000032112	Trappc4	705.0	304.5	476.0	368.0	358.5	292.5	228.5	425.0
ENSMUSG00000039512	Uhrf1bp1	358.0	673.0	460.0	508.0	446.0	556.5	649.5	1100.0
ENSMUSG00000032519	Slc25a38	248.0	156.0	290.0	275.0	356.0	303.0	179.5	265.5
ENSMUSG00000106086	Gm43352	2.0	9.5	10.5	2.0	6.0	34.0	79.0	0.0
ENSMUSG00000031090	Nadsyn1	96.0	90.5	63.0	42.0	53.0	73.5	69.5	130.5
ENSMUSG00000027985	Lef1	55.0	69.5	75.0	40.5	75.0	169.5	281.5	11.5
ENSMUSG00000087307	Gm12925	7.0	14.5	4.0	3.5	3.5	7.0	2.0	93.0
ENSMUSG00000030357	Fkbp4	2370.0	1204.5	1101.5	883.0	1298.5	4191.5	3403.0	6988.0
ENSMUSG00000063015	Ccni	1218.0	2087.0	1183.0	1294.0	1273.5	1108.5	1604.0	3122.0
ENSMUSG00000009927	Rps25	5461.0	3960.0	3697.5	3127.0	3386.0	4838.5	5028.0	5928.0
ENSMUSG00000038936	Sccpdh	496.0	400.0	325.0	267.0	309.5	1352.0	364.5	446.0
ENSMUSG00000062933	Gm10123	2705.0	1501.0	1763.0	1355.5	1634.0	2420.5	1941.0	2248.5
ENSMUSG00000052942	Glis3	311.0	430.5	445.5	333.5	352.0	60.5	131.5	297.5
ENSMUSG00000030087	Klf15	5.0	2.0	6.5	30.0	94.5	81.0	30.0	428.0
ENSMUSG00000039200	Atf7ip2	20.0	14.0	13.0	11.0	23.0	88.5	44.0	139.0
ENSMUSG00000046997	Spsb4	39.0	35.5	77.0	75.5	106.0	62.5	72.0	9.5
ENSMUSG00000019947	Arid5b	896.0	3271.0	1206.5	1726.5	2533.0	1846.5	1602.5	2164.0
ENSMUSG00000035234	Abraxas1	105.0	79.0	88.5	76.0	86.0	118.5	104.5	214.0
ENSMUSG00000020806	Rhbdf2	126.0	290.0	387.0	345.0	303.0	419.5	358.0	832.0
ENSMUSG00000004207	Psap	4953.0	6187.0	10231.5	17108.0	10231.5	5646.5	5412.0	4488.0
ENSMUSG00000027551	Zfp64	433.0	347.0	410.0	382.0	342.0	506.5	420.0	1183.0
ENSMUSG00000045954	Cavin2	3197.0	7385.5	1102.0	630.5	228.0	57.0	196.5	0.0
ENSMUSG00000083270	Gm13498	92.0	27.5	25.0	24.0	18.5	61.0	34.5	12.0
ENSMUSG00000031654	Cbln1	31.0	1.0	6.5	3.0	6.0	122.5	208.5	220.5
ENSMUSG00000098374	Gm28043	504.0	678.0	506.0	582.5	567.5	537.0	538.0	508.0
ENSMUSG00000032518	Rpsa	20307.0	9921.0	10501.5	9162.0	13031.5	20307.0	17108.0	31574.0
ENSMUSG00000017144	Rnd3	1633.0	2022.5	1312.5	2141.5	1221.5	611.0	807.0	198.0
ENSMUSG00000017639	Rab11fip4	4.0	1.0	1.0	2.5	19.0	374.5	240.5	1303.0
ENSMUSG00000108129	4930417O13Rik	0.0	0.0	0.5	0.0	0.0	0.5	3.0	579.5
ENSMUSG00000079083	Jrkl	582.0	524.5	473.0	434.0	473.5	487.5	596.0	440.5
ENSMUSG00000065990	Aurkaip1	903.0	739.5	777.5	658.0	634.5	841.5	653.0	1043.0
ENSMUSG00000067702	Tuba3a	0.0	0.0	0.0	0.0	0.0	10.0	25.0	4594.0
ENSMUSG00000035021	Baz1a	474.0	390.5	744.5	641.5	1254.0	853.0	771.5	289.5
ENSMUSG00000050855	Zfp940	87.0	94.0	88.5	62.0	58.5	170.5	120.5	186.5
ENSMUSG00000087528	9830144P21Rik	320.0	203.5	630.0	453.0	311.0	198.5	179.0	311.0
ENSMUSG00000027793	Ccna1	4.0	4.5	3.5	2.5	9.5	59.5	56.5	45.0
ENSMUSG00000027397	Slc20a1	3174.0	1510.5	5509.0	3694.0	2260.5	1477.5	1337.5	1740.0
ENSMUSG00000064141	Zfp69	31.0	26.0	31.5	24.5	23.5	34.5	35.0	121.5
ENSMUSG00000084917	Gm17477	54.0	55.5	39.0	52.5	33.0	48.0	59.0	50.0
ENSMUSG00000034252	Senp6	1121.0	878.0	697.5	870.0	798.0	1156.0	1225.0	679.5
ENSMUSG00000058672	Tubb2a	2196.0	1599.0	2874.5	1331.5	2271.5	1879.0	1762.5	1039.0
ENSMUSG00000038119	Cdon	469.0	491.0	227.5	454.0	235.5	158.0	256.0	187.5
ENSMUSG00000029576	Radil	97.0	596.0	184.5	214.0	267.0	63.5	149.5	357.0
ENSMUSG00000030088	Aldh1l1	59.0	71.5	187.0	326.5	288.5	204.0	325.0	714.5
ENSMUSG00000022721	Trmt2a	660.0	397.5	476.0	512.5	559.5	677.0	604.5	724.5
ENSMUSG00000027293	Ehd4	647.0	777.0	1351.0	1089.5	1019.5	514.5	329.5	602.0
ENSMUSG00000024974	Smc3	1339.0	561.5	838.5	727.0	932.0	2050.5	1903.5	487.0
ENSMUSG00000032449	Slc25a36	597.0	1147.0	761.5	981.0	684.0	1656.5	1536.0	3093.0
ENSMUSG00000002058	Unc119	156.0	324.0	192.5	200.0	175.0	278.0	332.0	354.0
ENSMUSG00000022555	Dgat1	305.0	225.5	189.5	234.0	211.0	184.0	173.0	205.0
ENSMUSG00000056904	Gm5620	456.0	259.5	497.0	153.5	223.0	318.0	225.0	339.0
ENSMUSG00000034154	Ino80	461.0	432.0	391.5	542.0	443.5	667.5	642.0	966.0
ENSMUSG00000024298	Zfp871	63.0	271.5	390.0	416.0	338.0	288.5	493.5	209.0
ENSMUSG00000059173	Pde1a	119.0	100.0	171.5	294.5	69.0	40.5	42.5	0.0
ENSMUSG00000030525	Chrna7	30.0	22.0	50.5	81.5	38.5	7.5	37.0	108.0
ENSMUSG00000032517	Mobp	1.0	5.0	53.0	92.5	84.5	41.5	23.0	312.5
ENSMUSG00000014905	Dnajb9	317.0	226.5	302.5	360.0	184.5	92.0	122.5	195.5
ENSMUSG00000021061	Sptb	11.0	29.5	42.5	175.0	587.0	919.5	579.0	143.5
ENSMUSG00000028572	Hook1	264.0	229.5	268.0	269.5	434.5	1070.5	921.5	1153.0
ENSMUSG00000034206	Polq	165.0	108.5	212.5	104.0	168.5	243.0	199.5	234.5
ENSMUSG00000032560	Dnajc13	1199.0	1283.0	2100.0	2052.5	1963.5	1697.0	1756.0	1307.5
ENSMUSG00000036972	Zic4	47.0	32.5	35.5	33.0	17.0	8.5	74.0	0.5
ENSMUSG00000026107	Nabp1	488.0	445.0	751.5	472.5	230.5	157.5	165.5	339.0
ENSMUSG00000112714	AC127224.2	2.0	20.0	25.0	23.5	56.5	164.5	109.0	74.0
ENSMUSG00000084911	Gm16185	164.0	504.5	412.0	446.0	427.5	531.5	564.5	706.5
ENSMUSG00000034329	Brip1	143.0	55.5	112.5	73.5	83.5	118.0	109.5	187.5
ENSMUSG00000023345	Poc1a	264.0	97.5	190.5	83.0	101.5	239.5	113.5	335.0
ENSMUSG00000062044	Lmtk3	183.0	169.0	187.5	303.0	260.5	262.5	215.0	364.5
ENSMUSG00000029344	Tpst2	608.0	765.5	789.0	692.5	638.5	428.0	472.0	490.0
ENSMUSG00000023048	Prr13	648.0	1049.0	2065.5	2131.5	2744.0	945.5	808.5	694.0
ENSMUSG00000092599	1700010K23Rik	82.0	171.5	162.5	153.0	141.0	27.5	16.5	0.0
ENSMUSG00000029434	Vps33a	582.0	573.5	997.5	1084.5	932.5	605.0	639.5	441.0
ENSMUSG00000064115	Cadm2	227.0	343.5	378.5	390.5	318.0	118.5	198.5	226.0
ENSMUSG00000042632	Pla2g6	178.0	477.5	442.0	357.0	306.5	235.0	164.0	590.5
ENSMUSG00000031750	Il34	17.0	21.0	385.5	558.5	1024.0	551.0	411.5	156.5
ENSMUSG00000026558	Uck2	1873.0	1118.0	1195.0	1080.5	1230.5	1761.0	1576.5	3600.5
ENSMUSG00000032368	Zic1	225.0	160.0	155.5	158.0	134.0	97.0	380.5	2.5
ENSMUSG00000029093	Sorcs2	932.0	857.0	349.5	722.5	88.0	75.5	228.5	141.0
ENSMUSG00000059921	Unc5c	1152.0	677.5	595.0	394.5	430.0	173.5	294.0	0.0
ENSMUSG00000078851	Hist3h2a	108.0	57.5	98.5	111.0	84.5	21.5	32.0	29.5
ENSMUSG00000038618	Rassf7	123.0	189.0	159.0	111.5	205.0	309.5	282.5	489.0
ENSMUSG00000028174	Rpe65	82.0	53.0	275.0	267.0	425.5	167.5	0.0	0.0
ENSMUSG00000036964	Trim17	121.0	79.0	133.0	142.0	102.0	32.5	39.0	41.5
ENSMUSG00000038482	Tfdp1	1506.0	1176.5	1592.5	1270.0	1810.5	2408.0	1595.0	993.0
ENSMUSG00000021567	Nkd2	100.0	195.0	73.5	152.0	80.5	14.5	221.5	14.5
ENSMUSG00000090039	Gm15894	0.0	0.0	25.5	44.0	135.0	27.5	12.5	12.5
ENSMUSG00000085068	Gm15895	0.0	0.0	52.0	60.5	165.5	38.5	18.5	0.5
ENSMUSG00000029032	Arhgef16	1.0	2.0	7.5	7.5	5.0	104.0	72.0	50.5
ENSMUSG00000073679	Mxra8os	55.0	230.5	169.5	228.5	126.0	15.0	60.0	0.0
ENSMUSG00000029070	Mxra8	1557.0	3037.0	2145.5	2752.0	1334.0	506.5	1368.5	102.0
ENSMUSG00000032816	Igdcc4	153.0	786.0	282.5	739.0	239.5	111.5	373.5	182.5
ENSMUSG00000039033	Tasp1	191.0	103.5	83.5	87.0	79.0	111.0	87.5	155.5
ENSMUSG00000035109	Shc4	272.0	355.0	283.0	363.5	247.0	179.0	238.0	98.0
ENSMUSG00000044148	1810030O07Rik	438.0	409.5	326.5	385.5	346.5	416.5	391.5	399.0
ENSMUSG00000073405	H2-T-ps	5.0	13.5	18.0	14.5	82.5	167.0	173.0	5.5
ENSMUSG00000101952	Gm10550	142.0	156.0	129.5	121.0	100.5	98.0	103.0	262.0
ENSMUSG00000026279	Thap4	438.0	364.0	287.5	280.5	228.5	263.5	271.5	551.5
ENSMUSG00000028995	Fam126a	369.0	788.0	1603.0	1358.0	1471.0	575.0	605.0	205.0
ENSMUSG00000026959	Grin1	4.0	18.0	8.0	17.0	48.5	210.0	165.5	551.5
ENSMUSG00000079491	H2-T10	50.0	36.0	13.5	24.5	47.0	303.5	122.0	8.5
ENSMUSG00000055202	Zfp811	21.0	20.0	14.0	17.0	17.5	50.0	45.5	80.0
ENSMUSG00000053716	Dusp7	562.0	550.5	533.5	386.5	258.5	227.0	452.0	329.0
ENSMUSG00000022508	Bcl6	157.0	114.5	385.0	230.0	202.0	46.5	138.0	85.5
ENSMUSG00000029110	Rnf4	1798.0	1657.0	1556.5	1649.0	1457.0	2304.5	2721.0	3217.5
ENSMUSG00000101502	Rpl7a-ps10	228.0	30.5	31.5	13.0	57.5	194.5	128.5	4.0
ENSMUSG00000069769	Msi2	230.0	563.5	488.5	1141.0	1285.0	1828.0	2144.5	518.5
ENSMUSG00000095253	Zfp799	58.0	129.5	100.0	120.5	120.0	131.0	132.0	213.5
ENSMUSG00000057133	Chd6	301.0	1010.5	501.0	767.0	675.0	768.0	1041.0	631.5
ENSMUSG00000026280	Atg4b	753.0	772.5	711.0	613.5	669.5	558.0	705.0	657.0
ENSMUSG00000020250	Txnrd1	2872.0	2270.0	4355.5	3402.5	3818.0	3871.5	3828.5	2395.5
ENSMUSG00000091337	Eid1	881.0	1018.5	764.0	1054.5	679.0	420.0	644.0	133.5
ENSMUSG00000024845	Tmem134	532.0	886.0	780.5	725.5	953.0	497.5	538.0	731.0
ENSMUSG00000032478	Nme6	230.0	101.0	140.0	83.5	95.0	155.0	111.0	286.0
ENSMUSG00000026696	Vamp4	248.0	481.5	356.5	494.0	869.5	212.5	316.5	278.0
ENSMUSG00000060445	Sycp2	165.0	34.0	51.5	0.0	0.0	31.0	64.0	60.0
ENSMUSG00000004667	Polr2e	1262.0	760.0	1014.0	1015.0	1602.0	2578.0	1674.5	3184.0
ENSMUSG00000034621	Gpatch8	490.0	758.0	545.0	630.5	617.5	691.0	914.5	919.5
ENSMUSG00000082809	Gm14150	1396.0	774.0	1097.5	440.0	630.5	1343.0	947.5	812.0
ENSMUSG00000021359	Tfap2a	47.0	40.0	64.5	88.5	91.5	126.0	142.0	85.0
ENSMUSG00000006941	Eif1b	419.0	360.0	343.0	352.5	370.0	186.0	276.0	278.0
ENSMUSG00000047907	Tshz2	124.0	483.5	149.5	311.0	210.0	195.0	644.0	2.5
ENSMUSG00000052609	Plekhg3	589.0	800.5	583.0	328.0	260.0	433.5	497.0	694.5
ENSMUSG00000029001	Fbxo44	4.0	15.0	4.0	7.0	17.0	8.5	31.0	93.0
ENSMUSG00000032077	Bud13	279.0	194.5	211.5	183.0	204.0	255.0	243.0	505.0
ENSMUSG00000032452	Clstn2	32.0	93.0	92.0	134.0	60.0	18.0	86.0	5.5
ENSMUSG00000044125	9530080O11Rik	84.0	0.0	0.0	31.0	70.0	220.0	169.5	313.0
ENSMUSG00000028927	Padi2	0.0	0.5	6.0	3.0	2.0	10.5	8.0	401.0
ENSMUSG00000022718	Dgcr8	489.0	434.5	377.0	415.0	362.5	513.0	573.5	891.0
ENSMUSG00000030339	Ltbr	1172.0	1038.5	1010.0	1006.0	1204.5	242.5	350.5	79.0
ENSMUSG00000086779	Gm13562	26.0	20.0	38.5	53.5	37.5	28.5	26.0	86.0
ENSMUSG00000041608	Entpd3	2.0	3.0	1.0	2.0	5.5	4.5	16.5	88.0
ENSMUSG00000068479	Mfap1a	642.0	481.0	511.5	591.0	640.5	819.5	795.5	501.5
ENSMUSG00000105866	Gm6745	106.0	36.0	40.5	26.0	49.5	59.5	111.0	9.5
ENSMUSG00000032487	Ptgs2	4738.0	2075.5	5693.0	2238.5	2192.5	1185.0	1148.0	131.5
ENSMUSG00000031673	Cdh11	5217.0	7390.0	3212.5	4984.5	1166.5	148.5	1048.5	4.0
ENSMUSG00000081788	Gm5898	159.0	162.5	177.5	191.0	202.5	243.0	270.0	101.0
ENSMUSG00000079084	Ccdc82	731.0	768.0	682.0	541.0	580.0	551.5	734.0	402.0
ENSMUSG00000033510	Otud7a	103.0	29.5	43.0	43.5	16.0	12.0	7.0	14.0
ENSMUSG00000028621	Cyb5rl	66.0	82.5	62.5	110.5	98.0	36.5	14.5	59.0
ENSMUSG00000018774	Cd68	67.0	148.5	202.0	408.5	303.5	195.5	148.5	145.5
ENSMUSG00000036281	Snapc4	228.0	172.5	313.5	361.5	292.0	392.0	441.5	413.5
ENSMUSG00000025794	Rpl14	6972.0	4953.0	4576.5	4601.0	4681.5	9195.0	6775.0	11808.0
ENSMUSG00000046618	Olfml2a	18.0	36.0	12.5	24.5	0.5	40.0	63.0	0.5
ENSMUSG00000019230	Lhx9	188.0	160.0	89.5	46.0	10.0	3.0	4.0	1.0
ENSMUSG00000073555	Gm4951	0.0	0.0	2.0	37.0	46.5	142.0	9.5	0.0
ENSMUSG00000063672	Nkx6-3	0.0	0.0	0.0	0.0	0.0	4.5	0.5	133.5
ENSMUSG00000097111	Peak1os	12.0	69.0	44.0	65.5	11.0	8.0	8.0	20.0
ENSMUSG00000074305	Peak1	1313.0	6326.0	3248.5	5277.5	912.0	499.5	625.0	688.5
ENSMUSG00000029465	Arpc3	1622.0	1294.5	1815.0	1389.0	1244.0	1121.5	1051.0	674.5
ENSMUSG00000030722	Nfatc2ip	96.0	131.5	134.0	121.0	241.0	1156.0	649.0	2473.5
ENSMUSG00000044468	Fam46c	26.0	15.0	30.5	65.5	37.0	34.0	49.5	26.0
ENSMUSG00000032870	Smap2	474.0	289.0	279.5	323.5	270.0	224.0	281.0	456.0
ENSMUSG00000005732	Ranbp1	2838.0	1008.5	1613.5	1058.5	1312.0	2317.5	1570.0	2578.5
ENSMUSG00000025198	Erlin1	336.0	219.0	319.5	265.0	348.0	231.5	232.5	491.5
ENSMUSG00000029346	Srrd	155.0	136.5	131.5	137.0	170.0	127.0	110.0	195.0
ENSMUSG00000035095	Fam167a	10.0	1.0	85.5	56.0	3.5	7.0	19.5	80.5
