ensg	name	loc	tss_loc	strand
ENSMUSG00000067627	Gm10217	chr8:9864251-9870315		1
ENSMUSG00000095072	Gm24509	chrX:102838155-102838255		1
ENSMUSG00000084532	n-R5s218	chr1:149734750-149734858		-1
ENSMUSG00000088695	Gm22334	chr2:155652892-155653024		-1
ENSMUSG00000084630	n-R5s159	chr7:132058641-132058760		1
ENSMUSG00000096659	Gm25679	chr12:54719163-54719326		-1
ENSMUSG00000065493	Mir34a	chr4:150068454-150068555		1
ENSMUSG00000088254	Gm24289	chr9:64295931-64296065		1
ENSMUSG00000084459	Gm24598	chrX:64496584-64496657		1
ENSMUSG00000105884	Gm22711	chr11:106501243-106501377		1
ENSMUSG00000024486	Hbegf	chr18:36504929-36515805		-1
ENSMUSG00000099291	Rnu3b3	chr11:87448627-87448842		1
ENSMUSG00000088669	Gm25336	chr1:154080095-154080199		-1
ENSMUSG00000042705	Commd10	chr18:46958862-47087992		1
ENSMUSG00000088229	Gm22604	chr3:9402175-9402485		1
ENSMUSG00000089153	Gm23579	chr12:69994790-69994892		-1
ENSMUSG00000044201	Cdc25c	chr18:34732997-34751533		-1
ENSMUSG00000077285	Gm26394	chr11:98999508-98999622		1
ENSMUSG00000080486	Snord100	chr10:23785750-23785823		-1
ENSMUSG00000069743	Zfp820	chr17:21816876-21845759		-1
ENSMUSG00000096633	Gm22170	chr12:13507862-13507968		-1
ENSMUSG00000098478	Gm27851	chr14:18060275-18060337		1
ENSMUSG00000022779	Top3b	chr16:16870870-16892984		1
ENSMUSG00000065368	Gm24414	chr7:11967150-11967256		-1
ENSMUSG00000015575	Atp6v0e	chr17:26676396-26699644		1
ENSMUSG00000098858	Mir6541	chr14:62865542-62865651		1
ENSMUSG00000095132	Rnu6	chr17:13432033-13432139		-1
ENSMUSG00000080543	Gm22709	chr18:5614473-5614583		1
ENSMUSG00000088709	Gm25557	chrX:162693249-162693563		1
ENSMUSG00000099052	Gm27793	chr3:59001620-59001695		1
ENSMUSG00000098999	Gm27601	chr4:47593337-47593463		1
ENSMUSG00000093780	Gm22395	chr5:64107407-64107502		-1
ENSMUSG00000096533	Gm21852	chrY:40651454-40651996		-1
ENSMUSG00000099223	Mir7221	chr2:92592206-92592277		1
ENSMUSG00000055839	Elob	chr17:23824740-23829109		-1
ENSMUSG00000042816	Gpr151	chr18:42578020-42579652		-1
ENSMUSG00000070081	Mir505	chrX:60394403-60394492		-1
ENSMUSG00000080526	Mir466j	chr10:60960723-60960844		1
ENSMUSG00000094867	Gm21900	chrY:10616361-10616903		1
ENSMUSG00000092653	Gm25243	chr12:30557914-30558120		-1
ENSMUSG00000092718	Gm22860	chr3:108567310-108567383		-1
ENSMUSG00000076240	Mir702	chr5:136991433-136991541		1
ENSMUSG00000094428	Gm26443	chr7:33808117-33808226		1
ENSMUSG00000095637	Btbd35f25	chrX:31715660-31717156		-1
ENSMUSG00000094316	Mir297-1	chr7:10958437-10958512		-1
ENSMUSG00000077369	Gm23485	chr6:71039579-71039733		-1
ENSMUSG00000073460	Pnldc1	chr17:12888902-12910000		-1
ENSMUSG00000035521	Gnptg	chr17:25233331-25240124		-1
ENSMUSG00000065490	Mir30c-1	chr4:120769534-120769622		-1
ENSMUSG00000024580	Grpel2	chr18:61712440-61726331		-1
ENSMUSG00000093036	Mir5127	chr18:81992010-81992080		-1
ENSMUSG00000092870	Mir3061	chr11:52126746-52126836		1
ENSMUSG00000035420	Fam170a	chr18:50278369-50283019		1
ENSMUSG00000095243	Gm24754	chr16:46018067-46018173		-1
ENSMUSG00000065360	Gm24412	chr7:97521808-97521916		1
ENSMUSG00000073375	Lrrc30	chr17:67630965-67632723		-1
ENSMUSG00000022844	Pdia5	chr16:35397313-35490873		-1
ENSMUSG00000088892	Gm22518	chr4:45500485-45500552		-1
ENSMUSG00000099287	Gm27987	chrX:103605225-103605317		1
ENSMUSG00000052713	Zfp608	chr18:54888045-54990180		-1
ENSMUSG00000068314	Gm6899	chr11:26593241-26593862		1
ENSMUSG00000106591	Gm47286	chr6:87981614-87981741		-1
ENSMUSG00000093030	Gm23632	chr10:120974301-120974425		-1
ENSMUSG00000089618	Gm23776	chr10:95603792-95604116		1
ENSMUSG00000106279	Gm47287	chr12:69159437-69159506		1
ENSMUSG00000094987	Snord116l15	chr7:59869330-59869423		-1
ENSMUSG00000088445	Gm23557	chrX:93573731-93573868		-1
ENSMUSG00000054640	Slc8a1	chr17:81388691-81649607		-1
ENSMUSG00000105321	Gm44382	chr8:90790826-90790947		-1
ENSMUSG00000089439	Gm23195	chr12:90815197-90815325		1
ENSMUSG00000088627	Gm23035	chr6:93793772-93793877		1
ENSMUSG00000093183	Gm25687	chr4:54468352-54468592		1
ENSMUSG00000095516	Gm24135	chr15:12572430-12572530		-1
ENSMUSG00000088609	Gm24187	chr13:9834469-9834525		-1
ENSMUSG00000093271	Gm26233	chr6:18449271-18449340		-1
ENSMUSG00000039540	4921524L21Rik	chr18:6603633-6638966		1
ENSMUSG00000093869	Gm22631	chr7:59781780-59781873		-1
ENSMUSG00000084605	Gm23837	chr17:17783132-17783417		1
ENSMUSG00000088551	Gm22100	chr4:101103588-101103650		-1
ENSMUSG00000065228	Gm25789	chr1:161038308-161038383		1
ENSMUSG00000024155	Meiob	chr17:24804382-24839787		1
ENSMUSG00000105899	Gm44383	chr15:101678032-101678160		1
ENSMUSG00000058508	Gm10042	chr3:153785053-153785134		1
ENSMUSG00000012017	Scarf2	chr16:17797282-17808287		1
ENSMUSG00000060166	Zdhhc8	chr16:18220754-18235136		-1
ENSMUSG00000087951	Gm22558	chr16:17006107-17006201		-1
ENSMUSG00000079594	BC117090	chr16:36321665-36334332		-1
ENSMUSG00000084678	Gm26020	chrX:105819883-105820065		1
ENSMUSG00000079264	Gm11077	chr6:140729284-140756053		1
ENSMUSG00000056124	B4galt6	chr18:20684599-20746404		-1
ENSMUSG00000106649	AC154296.1	chr9:15314842-15314908		1
ENSMUSG00000024346	Pfdn1	chr18:36403679-36454495		-1
ENSMUSG00000084449	Gm26257	chr10:51182299-51182405		1
ENSMUSG00000058152	Chsy3	chr18:59175401-59410446		1
ENSMUSG00000065656	Gm23104	chr13:45026252-45026355		-1
ENSMUSG00000095677	Dynlt1f	chr17:6648941-6655939		-1
ENSMUSG00000093883	Gm21866	chrY:13465037-13465579		-1
ENSMUSG00000088045	Gm23327	chr15:30004186-30004263		-1
ENSMUSG00000024142	Mlst8	chr17:24473550-24479078		-1
ENSMUSG00000050321	Neto1	chr18:86394952-86501897		1
ENSMUSG00000074108	Rpl10-ps2	chr8:106927769-106928413		-1
ENSMUSG00000088114	Gm24061	chrX:101141433-101141552		-1
ENSMUSG00000001473	Tubb6	chr18:67390717-67402748		1
ENSMUSG00000046088	Gm9805	chr17:22689771-22689941		1
ENSMUSG00000095992	Krtap22-2	chr16:89010380-89010759		-1
ENSMUSG00000089313	Gm23182	chr10:128349241-128349375		1
ENSMUSG00000040775	Gm9772	chr17:22006510-22007301		-1
ENSMUSG00000093067	Gm23156	chr9:108844478-108844563		1
ENSMUSG00000072612	Gm10382	chr5:125389322-125390554		1
ENSMUSG00000093974	Snord116l17	chr7:59861731-59861824		-1
ENSMUSG00000098932	Mir6410	chr10:78434799-78434902		1
ENSMUSG00000023066	Rttn	chr18:88971790-89131013		1
ENSMUSG00000024622	Hmgxb3	chr18:61131279-61177050		-1
ENSMUSG00000098884	Mir7689	chr5:36301570-36301628		1
ENSMUSG00000089470	Gm25366	chrX:115373841-115373964		-1
ENSMUSG00000062461	Gm5453	chr13:98904224-98904670		1
ENSMUSG00000084480	n-R5s155	chr7:90293734-90293846		1
ENSMUSG00000024487	Yipf5	chr18:40204865-40219399		-1
ENSMUSG00000053226	Dand5	chr8:84815405-84822823		-1
ENSMUSG00000098653	Gm27672	chr10:58965543-58965746		1
ENSMUSG00000095540	Esp4	chr17:40598594-40602618		1
ENSMUSG00000051548	Gm6365	chr19:11877615-11878358		-1
ENSMUSG00000064630	Gm25143	chr10:103959543-103959651		1
ENSMUSG00000043498	9330132A10Rik	chr18:89293502-89297229		-1
ENSMUSG00000088224	Gm25406	chr17:73193912-73194016		1
ENSMUSG00000088207	Gm23756	chr12:4347647-4347760		1
ENSMUSG00000062284	Gm6030	chr16:45205100-45205501		1
ENSMUSG00000088922	Gm24296	chr12:54997072-54997177		1
ENSMUSG00000098942	Mir8100	chr11:46102270-46102390		1
ENSMUSG00000084696	Gm24892	chr2:181183512-181183615		1
ENSMUSG00000088680	Gm23997	chr19:7259941-7260061		1
ENSMUSG00000074228	Gm10645	chr8:83165081-83166170		-1
ENSMUSG00000096255	Dynlt1	chr17:6430112-6436293		1
ENSMUSG00000065337	Gm24929	chr8:52078604-52078742		1
ENSMUSG00000077022	Gm22707	chr7:43204352-43204461		1
ENSMUSG00000022742	Cpox	chr16:58670208-58680391		1
ENSMUSG00000093132	Gm25993	chr1:176879834-176879913		1
ENSMUSG00000085473	Gm16686	chr4:88755195-88755590		-1
ENSMUSG00000065620	Gm24764	chr9:37822586-37822784		-1
ENSMUSG00000022760	Thap7	chr16:17527982-17531052		-1
ENSMUSG00000002658	Gtf2f1	chr17:57003405-57011288		-1
ENSMUSG00000033618	Map3k13	chr16:21891969-21931877		1
ENSMUSG00000023932	Cdc5l	chr17:45391892-45433707		-1
ENSMUSG00000089090	Gm25655	chr4:19514490-19514779		-1
ENSMUSG00000024376	Epb41l4a	chr18:33796327-34007206		-1
ENSMUSG00000024477	Pggt1b	chr18:46239949-46280850		-1
ENSMUSG00000099147	Mir7081	chr9:20914090-20914164		-1
ENSMUSG00000065274	Gm25125	chr9:85472734-85472869		1
ENSMUSG00000070900	Gm10306	chr4:94556546-94557078		1
ENSMUSG00000088839	Gm27510	chrX:101005896-101005959		1
ENSMUSG00000084524	Gm24184	chr8:31661331-31661431		-1
ENSMUSG00000024451	Arap3	chr18:37972624-37997574		-1
ENSMUSG00000099240	Gm27539	chr7:143293932-143294155		1
ENSMUSG00000093118	Mir3083	chr17:26948056-26948119		-1
ENSMUSG00000084667	Gm23212	chr1:161036682-161036741		1
ENSMUSG00000080680	Gm23989	chr12:89431336-89431401		1
ENSMUSG00000077107	Mir344c	chr7:61837311-61837402		-1
ENSMUSG00000087743	Gm25153	chr3:122464727-122464882		1
ENSMUSG00000084551	Gm24839	chr5:126513875-126513981		-1
ENSMUSG00000088546	Gm25981	chr3:13845686-13845980		1
ENSMUSG00000094510	Gm24565	chr6:97730439-97730545		1
ENSMUSG00000077200	Gm25613	chr10:40109462-40109590		1
ENSMUSG00000087930	Gm26048	chr1:140003825-140003966		1
ENSMUSG00000076228	Gm25595	chr10:81504622-81504718		1
ENSMUSG00000106605	Gm44365	chr8:23101972-23102096		-1
ENSMUSG00000024578	Il17b	chr18:61687935-61692537		1
ENSMUSG00000094506	Gm26229	chr2:10487704-10487824		1
ENSMUSG00000098815	Gm27785	chr1:117561230-117561339		1
ENSMUSG00000098658	Mir6338	chr11:72388756-72388864		1
ENSMUSG00000089051	Gm23354	chr4:108041697-108041800		-1
ENSMUSG00000098611	Mir6343	chr1:76509560-76509643		1
ENSMUSG00000088985	Mir1946a	chr16:32267450-32267583		-1
ENSMUSG00000106657	Gm47303	chr9:108103129-108103246		-1
ENSMUSG00000084502	Gm23791	chr9:76773232-76773524		-1
ENSMUSG00000065176	Rnu12	chr15:83149644-83149794		1
ENSMUSG00000075286	Gm1968	chr16:29958493-29962307		-1
ENSMUSG00000088620	Gm23032	chr1:31656632-31656738		-1
ENSMUSG00000093112	Gm22701	chr8:110498852-110499142		1
ENSMUSG00000064720	Gm25856	chr12:109682994-109683068		1
ENSMUSG00000093996	Fam205a3	chr4:42318334-42323929		1
ENSMUSG00000024530	Prelid3a	chr18:67464849-67480581		1
ENSMUSG00000065312	Gm26063	chr15:46151698-46151804		-1
ENSMUSG00000007480	Mc5r	chr18:68337603-68339711		1
ENSMUSG00000095147	Mir3070a	chr12:109587943-109588031		1
ENSMUSG00000098785	Mir6395	chr8:34166622-34166712		-1
ENSMUSG00000014503	Pkd2l2	chr18:34409423-34442789		1
ENSMUSG00000087873	Gm26099	chrX:37060246-37060354		-1
ENSMUSG00000094367	Gm26058	chr6:10840587-10840693		-1
ENSMUSG00000095272	Gm24242	chr5:151700202-151700308		-1
ENSMUSG00000071471	Krtap26-1	chr16:88646824-88647796		-1
ENSMUSG00000024526	Cidea	chr18:67343564-67367794		1
ENSMUSG00000077376	Gm25167	chr3:87582672-87582791		-1
ENSMUSG00000094086	Gm23992	chr9:4371269-4371335		-1
ENSMUSG00000080428	Gm24831	chrX:113332100-113332225		-1
ENSMUSG00000056214	Pard6g	chr18:80046895-80119640		1
ENSMUSG00000095691	Snord116l11	chr7:59902213-59902306		-1
ENSMUSG00000098583	Mir7044	chr6:118085192-118085263		1
ENSMUSG00000064837	Snora75	chr1:86351169-86351301		-1
ENSMUSG00000091096	Gm17304	chr5:106609098-106609201		1
ENSMUSG00000077303	Gm22472	chrX:101242738-101242871		1
ENSMUSG00000065477	Mir411	chr12:109710175-109710256		1
ENSMUSG00000093026	Gm25301	chr18:61397813-61397925		1
ENSMUSG00000052928	Ctif	chr18:75431224-75697696		-1
ENSMUSG00000022902	Stfa2	chr16:36403946-36408363		-1
ENSMUSG00000065608	Mirlet7c-2	chr15:85706603-85706697		1
ENSMUSG00000094213	Gm23449	chr7:59512795-59512873		-1
ENSMUSG00000041215	Yeats2	chr16:20141063-20232573		1
ENSMUSG00000089603	Gm23059	chr12:60735498-60735604		1
ENSMUSG00000088903	Gm25434	chr6:139196065-139196231		-1
ENSMUSG00000091193	Gm17333	chr16:77846693-77853020		1
ENSMUSG00000088473	Gm23078	chr17:40917540-40917687		-1
ENSMUSG00000089141	Gm23409	chr1:37973967-37974203		1
ENSMUSG00000065281	Gm24452	chr19:8724531-8724602		1
ENSMUSG00000065884	Gm22864	chr4:75280626-75280755		-1
ENSMUSG00000068075	Gm10229	chr16:89015277-89015846		1
ENSMUSG00000075015	Gm10801	chr2:98662237-98664083		1
ENSMUSG00000022849	Hspbap1	chr16:35770386-35828446		1
ENSMUSG00000093072	Gm25950	chr13:114580495-114580594		1
ENSMUSG00000064698	Gm24152	chr4:9695645-9695807		-1
ENSMUSG00000089308	Gm24837	chr4:41211502-41211582		-1
ENSMUSG00000084751	Mir1894	chr17:35917889-35917969		1
ENSMUSG00000084565	Mir1901	chr18:11840361-11840438		-1
ENSMUSG00000104741	Mir3087	chr2:25442779-25442834		1
ENSMUSG00000076009	Mir688	chr15:102671792-102671866		-1
ENSMUSG00000088753	Gm24900	chr18:67462342-67462475		1
ENSMUSG00000089499	Gm25643	chr2:153155013-153155115		1
ENSMUSG00000090747	Esp8	chr17:40520022-40530702		1
ENSMUSG00000093912	Mir3470b	chr16:44013852-44013977		1
ENSMUSG00000025171	Ubtd1	chr19:41981763-42034641		1
ENSMUSG00000076961	Gm23251	chr7:75757259-75757368		-1
ENSMUSG00000088460	Gm24747	chr8:72111234-72111320		1
ENSMUSG00000092776	Gm26195	chr9:9670941-9671041		-1
ENSMUSG00000094013	Gm25829	chr1:54249102-54249208		-1
ENSMUSG00000077181	Gm25093	chr15:44364085-44364216		1
ENSMUSG00000093300	Gm23799	chr12:56056636-56056755		-1
ENSMUSG00000041168	Lonp1	chr17:56614301-56626903		-1
ENSMUSG00000087924	Gm23231	chr6:38118383-38118486		1
ENSMUSG00000054379	2410024N13Rik	chr3:103198226-103198975		-1
ENSMUSG00000065045	Gm24046	chr3:89967999-89968163		-1
ENSMUSG00000024036	Slc37a1	chr17:31295483-31350696		1
ENSMUSG00000079439	Gm11116	chr5:88110567-88111530		-1
ENSMUSG00000084453	Gm24596	chr7:126563874-126563980		-1
ENSMUSG00000089015	Gm24996	chr2:75686740-75686838		-1
ENSMUSG00000064968	Snord47	chr1:161038082-161038158		1
ENSMUSG00000089529	Gm22325	chr18:32293350-32293657		1
ENSMUSG00000088409	Gm25882	chr6:136417812-136417896		1
ENSMUSG00000088019	Gm23826	chr12:66561254-66561372		-1
ENSMUSG00000024127	Prepl	chr17:85063477-85090267		-1
ENSMUSG00000098907	Mir7082	chr9:21075497-21075588		-1
ENSMUSG00000065866	Gm24032	chr13:95896962-95897120		-1
ENSMUSG00000040247	Tbc1d10c	chr19:4184358-4191047		-1
ENSMUSG00000075968	Gm25089	chr7:59555854-59555932		-1
ENSMUSG00000089306	Gm24842	chr7:109988078-109988131		1
ENSMUSG00000024087	Cyp1b1	chr17:79706953-79715041		-1
ENSMUSG00000022751	Nit2	chr16:57156671-57167332		-1
ENSMUSG00000089007	Gm23877	chr2:11014762-11014890		-1
ENSMUSG00000092932	Gm22906	chr1:85784713-85784962		1
ENSMUSG00000095142	Gm24389	chr17:34687696-34687802		-1
ENSMUSG00000077218	Gm23948	chr12:65562163-65562294		-1
ENSMUSG00000095151	Gm24028	chr2:10496791-10496914		1
ENSMUSG00000080455	Gm24194	chr17:64321526-64321615		-1
ENSMUSG00000065373	Gm22740	chr5:113044144-113044252		1
ENSMUSG00000064105	Cnnm2	chr19:46761596-46878795		1
ENSMUSG00000077177	Gm25760	chr12:56551459-56551590		1
ENSMUSG00000088799	Gm22535	chr7:35101822-35101940		1
ENSMUSG00000088545	Gm25982	chr4:156023058-156023158		-1
ENSMUSG00000088587	Gm22962	chr9:68510163-68510235		1
ENSMUSG00000089071	Gm24499	chr12:69152274-69152377		-1
ENSMUSG00000065543	Mir330	chr7:19181465-19181562		1
ENSMUSG00000084722	Gm24140	chr14:17884808-17885133		-1
ENSMUSG00000064500	Gm25296	chr11:48800866-48800932		1
ENSMUSG00000065458	Mir181b-1	chr1:137966639-137966718		1
ENSMUSG00000096360	Mir466b-7	chr2:10496268-10496355		1
ENSMUSG00000089380	Gm24677	chr8:67279082-67279231		-1
ENSMUSG00000077175	Gm25758	chr5:89828871-89828999		1
ENSMUSG00000064665	Gm24460	chrX:151539700-151539805		-1
ENSMUSG00000023020	Cox14	chr15:99725618-99728136		1
ENSMUSG00000098339	Mir6977	chr17:56418846-56418909		-1
ENSMUSG00000006818	Sod2	chr17:13007839-13018119		1
ENSMUSG00000080469	Snord98	chr10:62765576-62765640		-1
ENSMUSG00000106323	Mir7228	chr5:134572076-134572114		1
ENSMUSG00000077776	Gm22371	chr1:57422244-57422373		-1
ENSMUSG00000098591	Gm27631	chr6:83703518-83703983		1
ENSMUSG00000026187	Xrcc5	chr1:72307421-72394952		1
ENSMUSG00000098401	Mir6377	chr3:57616609-57616722		1
ENSMUSG00000093294	Gm25399	chr4:137183987-137184062		1
ENSMUSG00000065658	Gm23102	chr17:94869873-94869988		-1
ENSMUSG00000095853	Gm22616	chr1:14182578-14182677		1
ENSMUSG00000024349	Tmem173	chr18:35733678-35740554		-1
ENSMUSG00000104690	Gm47304	chr6:69516481-69516550		1
ENSMUSG00000095871	Gm25931	chr4:40850320-40850402		-1
ENSMUSG00000092713	Gm22858	chr17:71641584-71641659		1
ENSMUSG00000065272	Snord57	chr2:130278016-130278087		1
ENSMUSG00000091731	Gm17542	chr10:58713606-58718210		-1
ENSMUSG00000087999	Gm25060	chr18:82355977-82356106		-1
ENSMUSG00000095069	Gm26190	chr9:25812855-25812975		-1
ENSMUSG00000096198	Gm26133	chr13:13298243-13298342		-1
ENSMUSG00000045903	Npas4	chr19:4984355-4989971		-1
ENSMUSG00000089323	Gm25978	chr4:23626656-23626745		-1
ENSMUSG00000089220	Gm22074	chr3:6977268-6977380		1
ENSMUSG00000079374	Gm8334	chrX:148613253-148615153		-1
ENSMUSG00000092796	Gm22692	chr2:165908051-165908175		-1
ENSMUSG00000070077	Mir491	chr4:88122040-88122125		1
ENSMUSG00000098822	Mir7039	chr5:144896732-144896816		-1
ENSMUSG00000105330	Mir669a-6	chr2:10484196-10484282		1
ENSMUSG00000077903	Mir294	chr7:3220641-3220724		1
ENSMUSG00000088932	Gm25920	chr3:137912990-137913088		-1
ENSMUSG00000088123	Gm25722	chr5:132801678-132801956		1
ENSMUSG00000095178	Gm22716	chr5:110677124-110677230		-1
ENSMUSG00000077706	n-R5s72	chr11:90185009-90185127		-1
ENSMUSG00000098922	Mir8106	chr9:122273890-122274028		-1
ENSMUSG00000088312	Gm26181	chr8:42742807-42742912		1
ENSMUSG00000077681	Gm22496	chr7:59347337-59347424		-1
ENSMUSG00000064511	Gm22459	chr16:53404086-53404193		-1
ENSMUSG00000023912	Slc25a27	chr17:43641900-43667015		-1
ENSMUSG00000093270	Mir5134	chr17:24234527-24234604		-1
ENSMUSG00000096502	Gm23089	chr7:59718588-59718681		-1
ENSMUSG00000089191	Gm25770	chrX:137093612-137093726		-1
ENSMUSG00000095349	Gm26097	chr7:59796905-59796997		-1
ENSMUSG00000093359	Gm23292	chr7:36302515-36302615		1
ENSMUSG00000095037	Gm22347	chr14:102329530-102329661		-1
ENSMUSG00000094306	Gm24924	chr18:14647767-14647930		-1
ENSMUSG00000096697	Esp23	chr17:39073691-39077037		-1
ENSMUSG00000088678	Gm23666	chr8:53006408-53006523		1
ENSMUSG00000092826	Gm24197	chr8:84925525-84925633		-1
ENSMUSG00000106215	Mir7218	chr17:27358097-27358155		1
ENSMUSG00000092825	Gm23164	chr2:76479219-76479329		1
ENSMUSG00000106377	Gm44300	chr1:132923624-132923744		-1
ENSMUSG00000002668	Dennd1c	chr17:57066056-57078510		-1
ENSMUSG00000095342	Gm26096	chr7:59373844-59373922		-1
ENSMUSG00000024833	Pola2	chr19:5940543-5964206		-1
ENSMUSG00000098314	Gm27952	chr12:12682514-12682618		-1
ENSMUSG00000096350	Gm25707	chr4:132408309-132408404		1
ENSMUSG00000065686	Snora5c	chr11:6620319-6620454		-1
ENSMUSG00000099043	Mir7022	chr4:148146936-148146996		-1
ENSMUSG00000076258	Gm23935	chr16:11144125-11144181		1
ENSMUSG00000106523	Gm44497	chr4:67633153-67633229		1
ENSMUSG00000094901	Gm23576	chr18:60174317-60174426		1
ENSMUSG00000088346	Gm22337	chr3:115391554-115391685		1
ENSMUSG00000077385	Gm22657	chr9:65952314-65952445		-1
ENSMUSG00000069833	Ahnak	chr19:8989284-9076919		1
ENSMUSG00000098829	Mir6354	chr1:169018974-169019089		-1
ENSMUSG00000094201	Gm25064	chr9:63133283-63133389		1
ENSMUSG00000093571	Gm24757	chr7:30311525-30311895		1
ENSMUSG00000093947	Gm22831	chr4:30701949-30702057		-1
ENSMUSG00000076424	Gm25986	chr16:62808349-62808416		1
ENSMUSG00000080645	Mir1198	chrX:7807101-7807221		1
ENSMUSG00000093234	Mir3085	chr19:42280082-42280170		-1
ENSMUSG00000094869	Gm21679	chrY:29655497-29683370		-1
ENSMUSG00000077294	Gm24123	chrX:93164902-93164984		1
ENSMUSG00000088490	Gm24400	chr19:43857245-43857351		-1
ENSMUSG00000065473	Mir19b-2	chrX:52741983-52742066		-1
ENSMUSG00000095796	Gm26297	chr16:46219836-46219967		1
ENSMUSG00000094210	Gm23450	chr7:3415066-3415156		1
ENSMUSG00000032796	Lama1	chr17:67697265-67822645		1
ENSMUSG00000089423	Gm26007	chrX:163388772-163388891		-1
ENSMUSG00000098477	Gm27853	chr6:115750366-115750615		-1
ENSMUSG00000050612	Txndc2	chr17:65637505-65642204		-1
ENSMUSG00000079258	Calhm1	chr19:47141035-47144174		-1
ENSMUSG00000063586	Gm5513	chr19:14959549-14960766		-1
ENSMUSG00000077255	Gm26078	chr1:96762031-96762158		1
ENSMUSG00000080566	Gm26044	chr5:69752403-69752528		-1
ENSMUSG00000065486	Mir450-1	chrX:53048154-53048244		-1
ENSMUSG00000088197	Gm24138	chr2:65376169-65376282		-1
ENSMUSG00000056133	Gm9992	chr17:7363712-7385305		-1
ENSMUSG00000024891	Slc29a2	chr19:5024006-5031971		1
ENSMUSG00000098737	Mir7014	chr3:95734911-95734973		-1
ENSMUSG00000065237	Gm22975	chr2:74624642-74624748		1
ENSMUSG00000094404	Gm21776	chrY:76378662-76379744		1
ENSMUSG00000046229	Scand1	chr2:156311847-156312704		-1
ENSMUSG00000098674	Gm27813	chr6:108456183-108456536		1
ENSMUSG00000088313	Gm26182	chrX:119526544-119526659		-1
ENSMUSG00000098396	Gm27997	chr5:100426736-100426804		1
ENSMUSG00000099307	Gm27419	chr10:92135700-92135808		-1
ENSMUSG00000088990	Gm22767	chr4:132838383-132838547		-1
ENSMUSG00000099012	Gm27355	chr8:76619155-76619282		-1
ENSMUSG00000064663	Gm24859	chr12:52603788-52603894		1
ENSMUSG00000077627	Gm23835	chr15:60703992-60704123		-1
ENSMUSG00000077511	Gm25875	chr15:60084788-60084894		1
ENSMUSG00000093087	Mir3473d	chr8:111016450-111016530		-1
ENSMUSG00000099321	Mir6404	chr7:143933115-143933208		1
ENSMUSG00000025888	Casp1	chr9:5298517-5307265		1
ENSMUSG00000088880	Gm24213	chr6:19341329-19341586		-1
ENSMUSG00000088393	Gm26308	chr10:128377831-128377899		-1
ENSMUSG00000098459	Gm27308	chr2:105125222-105125454		-1
ENSMUSG00000104635	Gm44377	chr5:51223588-51223674		-1
ENSMUSG00000095502	Gm22450	chr5:135875657-135875763		1
ENSMUSG00000077547	Gm22019	chr7:141181216-141181311		-1
ENSMUSG00000084574	n-R5s198	chr2:74935415-74935514		-1
ENSMUSG00000095778	Gm23016	chr18:64728066-64728127		1
ENSMUSG00000095754	Spin2f	chrX:31253894-31255381		1
ENSMUSG00000095292	Mir344d-3	chr7:61726249-61726328		-1
