ensg	name	tss_loc	strand	ivd cardio CM	ivd cardio ESC	ivd cardio MES	ivd exendo ctrl	ivd exendo prdm14kd	ivd mneu ESCD0	ivd mneu MND4	ivd ra ctrl	ivd ra D4
ENSMUSG00000002741	Ykt6	chr11:5955693-5955693	1	2315.0	2416.0	4317.0	2636.0	2737.0	1856.5	3440.5	2393.0	2885.0
ENSMUSG00000033530	Ttc7b	chr12:100520822-100520822	-1	1209.0	1640.0	776.0	1063.0	948.0	1188.5	1498.0	1198.0	1382.0
ENSMUSG00000035314	Gdpd5	chr7:99381549-99381549	1	334.0	64.0	22.0	69.0	131.0	79.0	2295.5	16.5	2327.0
ENSMUSG00000021314	Amph	chr13:18948371-18948371	1	62.0	422.0	245.0	233.0	211.0	509.0	945.0	271.0	119.0
ENSMUSG00000059895	Ptp4a3	chr15:73723145-73723145	1	1997.0	1126.0	376.0	2355.0	2510.0	1331.5	1123.0	1833.5	653.5
ENSMUSG00000010592	Dazl	chr17:50293599-50293599	-1	226.0	648.0	287.0	589.0	392.0	288.0	5.5	1783.0	603.5
ENSMUSG00000039187	Fanci	chr7:79391929-79391929	1	335.0	3102.0	1066.0	3410.0	3496.0	1635.5	209.0	1938.0	582.0
ENSMUSG00000031907	Zfp90	chr8:106415339-106415339	1	323.0	121.0	244.0	190.0	152.0	220.0	710.5	98.5	168.0
ENSMUSG00000022753	Tmem30c	chr16:57292865-57292865	-1	4.0	45.0	12.0	90.0	92.0	770.5	55.0	87.5	42.0
ENSMUSG00000040123	Zmym5	chr14:56811464-56811464	-1	624.0	392.0	420.0	601.0	583.0	577.5	1275.5	589.5	773.0
ENSMUSG00000028893	Sesn2	chr4:132510501-132510501	-1	897.0	4850.0	4569.0	3366.0	3606.0	5230.0	1282.5	7770.5	4471.0
ENSMUSG00000019791	Hint3	chr10:30618479-30618479	-1	524.0	509.0	509.0	315.0	363.0	468.5	339.5	382.5	316.0
ENSMUSG00000031226	Pbdc1	chrX:105079756-105079756	1	458.0	1232.0	2243.0	2920.0	2748.0	4889.5	990.5	1563.5	859.5
ENSMUSG00000004651	Tyr	chr7:87493411-87493411	-1	176.0	253.0	302.0	134.0	68.0	1258.0	337.5	111.0	16.5
ENSMUSG00000021245	Mlh3	chr12:85270591-85270591	-1	266.0	1433.0	521.0	1404.0	1368.0	485.0	134.5	560.0	195.5
ENSMUSG00000053580	Tanc2	chr11:105589986-105589986	1	4768.0	617.0	713.0	573.0	765.0	1932.5	3853.0	655.5	2208.0
ENSMUSG00000042487	Leo1	chr9:75441524-75441524	1	878.0	1838.0	1366.0	2249.0	2155.0	1045.0	774.5	2303.0	1720.0
ENSMUSG00000032009	Sesn3	chr9:14276301-14276301	1	682.0	245.0	460.0	212.0	319.0	299.5	326.5	293.5	1432.0
ENSMUSG00000006519	Cyba	chr8:122432940-122432940	-1	605.0	257.0	224.0	121.0	137.0	416.5	49.0	210.0	619.0
ENSMUSG00000015176	Nolc1	chr19:46075863-46075863	1	1186.0	6807.0	6156.0	8102.0	8102.0	6600.5	2402.0	10539.0	4601.0
ENSMUSG00000019782	Rwdd1	chr10:34019624-34019624	-1	954.0	1591.0	2201.0	1442.0	1369.0	3213.0	2337.5	810.5	472.0
ENSMUSG00000031029	Eif3f	chr7:108934417-108934417	1	9575.0	6505.0	8717.0	5398.0	5782.0	12472.5	8866.5	9750.5	6715.5
ENSMUSG00000031783	Polr2c	chr8:94857450-94857450	1	3099.0	3122.0	3176.0	3490.0	3644.0	3037.0	1587.0	2612.5	1620.0
ENSMUSG00000063358	Mapk1	chr16:16983382-16983382	1	9938.0	7120.0	8233.0	6246.0	6041.0	6119.0	7162.0	7656.0	6518.5
ENSMUSG00000097461	Gm26735	chr13:28943048-28943048	1	1405.0	14.0	939.0	0.0	22.0	66.5	602.5	0.0	0.0
ENSMUSG00000027669	Gnb4	chr3:32616585-32616585	-1	2023.0	634.0	421.0	408.0	337.0	422.5	954.0	348.0	332.5
ENSMUSG00000047557	Lxn	chr3:67463926-67463926	-1	230.0	52.0	165.0	49.0	107.0	173.0	542.0	94.5	449.5
ENSMUSG00000029730	Mcm7	chr5:138172422-138172422	-1	3786.0	11663.0	12532.0	13518.0	12240.0	10971.5	5251.0	11663.0	6305.5
ENSMUSG00000095193	Gm20939	chr17:94873986-94873986	1	293.0	651.0	528.0	879.0	1079.0	571.5	220.5	753.5	389.5
ENSMUSG00000054263	Lifr	chr15:7154353-7154353	1	1105.0	1211.0	428.0	4194.0	3798.0	174.0	491.5	2217.5	10931.0
ENSMUSG00000020467	Efemp1	chr11:28853204-28853204	1	342.0	178.0	803.0	101.0	273.0	327.0	44.0	258.0	1069.0
ENSMUSG00000038418	Egr1	chr18:34859823-34859823	1	289.0	387.0	368.0	1063.0	1644.0	90.0	15.0	1062.0	3055.5
ENSMUSG00000028967	Errfi1	chr4:150853919-150853919	1	801.0	261.0	561.0	269.0	479.0	550.5	840.5	530.5	3713.0
ENSMUSG00000034573	Ptpn13	chr5:103425192-103425192	1	4803.0	355.0	1436.0	241.0	534.0	1973.0	632.5	577.0	2472.5
ENSMUSG00000027577	Chrna4	chr2:181039187-181039187	-1	22.0	6.0	62.0	20.0	18.0	98.0	3226.5	4.0	111.5
ENSMUSG00000024213	Nudt3	chr17:27623465-27623465	-1	2193.0	2000.0	1714.0	1724.0	1373.0	1791.5	6825.5	2212.5	1567.0
ENSMUSG00000040943	Tet2	chr3:133544390-133544390	-1	1321.0	4139.0	69.0	5022.0	4647.0	165.0	694.0	4742.5	673.5
ENSMUSG00000045248	Med26	chr8:72548310-72548310	-1	294.0	358.0	463.0	359.0	355.0	472.0	236.0	1158.0	533.5
ENSMUSG00000040722	Scamp5	chr9:57468024-57468024	-1	122.0	1562.0	485.0	1236.0	1247.0	1503.5	2356.0	1845.0	1252.0
ENSMUSG00000073291	Gm10491	chrX:7907835-7907835	-1	0.0	20.0	0.0	1763.0	1295.0	0.0	10.5	26.5	13.5
ENSMUSG00000029447	Cct6a	chr5:129787439-129787439	1	5124.0	12563.0	12271.0	14928.0	14928.0	11100.0	7447.5	14928.0	7463.5
ENSMUSG00000024427	Spry4	chr18:38601268-38601268	-1	868.0	3378.0	1248.0	807.0	2291.0	714.5	68.0	2398.0	156.5
ENSMUSG00000054364	Rhob	chr12:8499985-8499985	-1	2856.0	415.0	1307.0	294.0	455.0	1563.5	4818.5	831.5	3649.0
ENSMUSG00000025485	Ric8	chr7:140856957-140856957	1	977.0	1659.0	1091.0	1628.0	1482.0	1026.0	1998.5	1182.0	952.0
ENSMUSG00000036523	Greb1	chr12:16800684-16800684	-1	293.0	62.0	1589.0	40.0	46.0	333.0	486.5	37.0	379.5
ENSMUSG00000020553	Pctp	chr11:90002894-90002894	-1	450.0	189.0	401.0	198.0	257.0	263.0	221.5	211.0	223.5
ENSMUSG00000074516	Gm10709	chr9:7751672-7751672	1	8425.0	9913.0	10558.0	10246.0	9750.0	13783.5	10255.0	9913.0	6101.5
ENSMUSG00000036672	Cenpt	chr8:105852008-105852008	-1	312.0	2263.0	723.0	3378.0	3352.0	1464.5	1081.0	1860.5	1417.0
ENSMUSG00000021488	Nsd1	chr13:55209782-55209782	1	5800.0	11390.0	4344.0	11390.0	11717.0	5023.5	6003.5	6831.5	5856.0
ENSMUSG00000028468	Rgp1	chr4:43578715-43578715	1	3133.0	1273.0	1220.0	1362.0	1482.0	862.5	1114.5	975.0	1827.5
ENSMUSG00000075600	Zc3h3	chr15:75841915-75841915	-1	677.0	866.0	534.0	964.0	849.0	544.0	638.5	1180.5	427.0
ENSMUSG00000057561	Eif1a	chr18:46597708-46597708	1	1316.0	4870.0	5129.0	5096.0	5164.0	5488.0	1434.5	8878.5	3862.0
ENSMUSG00000034912	Mdga2	chr12:67222549-67222549	-1	235.0	253.0	406.0	252.0	265.0	194.0	418.0	318.0	218.5
ENSMUSG00000078869	Gm14409	chr2:177267036-177267036	-1	181.0	627.0	198.0	803.0	773.0	315.0	76.0	520.5	297.0
ENSMUSG00000086316	2210013O21Rik	chrX:153723590-153723590	1	841.0	733.0	606.0	595.0	548.0	925.0	1154.0	549.0	665.0
ENSMUSG00000037466	4930427A07Rik	chr12:113156421-113156421	1	57.0	1205.0	659.0	951.0	886.0	600.5	145.5	1448.0	467.5
ENSMUSG00000021282	Eif5	chr12:111538101-111538101	1	6888.0	6133.0	8441.0	6888.0	7855.0	5028.5	7773.5	10422.0	9381.0
ENSMUSG00000056972	Magel2	chr7:62376979-62376979	1	48.0	10.0	181.0	3.0	8.0	79.0	454.5	17.5	32.5
ENSMUSG00000078868	Gm14412	chr2:177324307-177324307	-1	27.0	175.0	66.0	628.0	810.0	203.5	34.5	295.5	97.0
ENSMUSG00000097483	Gm26806	chr13:66519523-66519523	-1	17.0	554.0	122.0	451.0	421.0	207.0	0.0	346.5	49.5
ENSMUSG00000021725	Parp8	chr13:117025516-117025516	-1	235.0	29.0	119.0	16.0	29.0	163.0	648.0	22.0	344.0
ENSMUSG00000003865	Gys1	chr7:45434844-45434844	1	7715.0	2428.0	823.0	1200.0	858.0	762.0	749.5	969.0	935.0
ENSMUSG00000038002	Cramp1l	chr17:25015230-25015230	-1	1698.0	776.0	789.0	1009.0	884.0	527.5	1019.0	1242.5	1551.0
ENSMUSG00000038024	Dennd4c	chr4:86748555-86748555	1	1307.0	1039.0	693.0	1659.0	1467.0	451.5	418.0	829.0	982.0
ENSMUSG00000015023	Ddx19a	chr8:110997800-110997800	-1	3170.0	1653.0	3667.0	2310.0	2222.0	1839.0	1545.5	2663.5	3130.0
ENSMUSG00000021149	Gtpbp4	chr13:8996017-8996017	-1	2215.0	5481.0	5203.0	5552.0	5702.0	6607.0	2648.5	5552.0	2718.0
ENSMUSG00000020994	Pnn	chr12:59066919-59066919	1	2085.0	3002.0	2863.0	4913.0	4340.0	2270.0	2740.5	4913.5	3765.5
ENSMUSG00000078495	Gm13157	chr4:147775833-147775833	-1	1089.0	2679.0	1696.0	3391.0	3795.0	5218.5	356.5	3535.5	869.0
ENSMUSG00000094595	Fsbp	chr4:11579665-11579665	1	438.0	600.0	345.0	461.0	402.0	303.5	179.0	499.0	379.5
ENSMUSG00000060548	Tnfrsf19	chr14:61046855-61046855	-1	345.0	76.0	1083.0	80.0	100.0	1327.0	90.5	196.0	1061.5
ENSMUSG00000022607	Ptk2	chr15:73423191-73423191	-1	1714.0	2066.0	2553.0	1866.0	1808.0	1925.0	2273.5	1646.0	2691.5
ENSMUSG00000002803	Btbd6	chr12:112976482-112976482	1	189.0	282.0	735.0	114.0	154.0	422.5	303.0	241.0	180.0
ENSMUSG00000097346	Gm26619	chr13:97751112-97751112	1	16986.0	11371.0	31190.0	3329.0	3137.0	6763.0	2215.5	4936.5	1978.0
ENSMUSG00000046338	Gpat2	chr2:127425199-127425199	1	39.0	228.0	126.0	699.0	528.0	75.5	14.5	186.0	63.0
ENSMUSG00000007739	Cct4	chr11:22990519-22990519	1	13507.0	35409.0	26394.0	18761.0	17971.0	26394.0	13273.0	21546.0	11947.0
ENSMUSG00000059119	Nap1l4	chr7:143549090-143549090	-1	3883.0	4855.0	4944.0	3760.0	3966.0	4949.5	8405.5	4876.5	4807.5
ENSMUSG00000050002	Idnk	chr13:58157649-58157649	1	150.0	86.0	353.0	61.0	81.0	573.5	1199.0	129.5	113.5
ENSMUSG00000061374	Fiz1	chr7:5013242-5013242	-1	749.0	2438.0	2035.0	1732.0	1896.0	3145.5	1247.0	2589.0	885.5
ENSMUSG00000032267	Usp28	chr9:48985385-48985385	1	3344.0	5224.0	1478.0	6221.0	5348.0	1165.0	681.0	5099.5	552.5
ENSMUSG00000041268	Dmxl2	chr9:54501496-54501496	-1	396.0	899.0	358.0	1263.0	1082.0	335.0	1758.5	760.0	543.5
ENSMUSG00000032300	1700017B05Rik	chr9:57262599-57262599	-1	1114.0	891.0	2259.0	1372.0	1653.0	1605.5	256.5	1531.5	3090.0
ENSMUSG00000038160	Atg5	chr10:44268358-44268358	1	283.0	699.0	1378.0	591.0	491.0	1559.5	1030.5	458.0	210.5
ENSMUSG00000095440	Fignl2	chr15:101054399-101054399	-1	2301.0	591.0	626.0	1006.0	697.0	804.0	1657.5	157.0	1732.5
ENSMUSG00000031378	Abcd1	chrX:73716597-73716597	1	358.0	192.0	197.0	350.0	448.0	123.5	434.0	149.0	167.0
ENSMUSG00000024271	Elp2	chr18:24603961-24603961	1	3350.0	5091.0	5091.0	4719.0	4389.0	4777.5	4567.5	3635.0	3211.0
ENSMUSG00000032193	Ldlr	chr9:21723576-21723576	1	1951.0	1485.0	4508.0	1309.0	1156.0	1657.5	1055.0	2518.5	4932.5
ENSMUSG00000004285	Atp6v1f	chr6:29467718-29467718	1	1495.0	2176.0	1874.0	1473.0	1423.0	5015.5	2732.5	1638.0	1210.0
ENSMUSG00000024769	Cdc42bpg	chr19:6306456-6306456	1	746.0	2948.0	473.0	4057.0	4194.0	654.0	91.0	2240.5	3684.5
ENSMUSG00000015143	Actn1	chr12:80260371-80260371	-1	9739.0	6738.0	7485.0	6738.0	6491.0	3556.5	697.0	7224.5	17985.0
ENSMUSG00000097230	Gm26853	chr8:19789798-19789798	1	168.0	155.0	103.0	563.0	662.0	342.5	734.0	481.5	321.5
ENSMUSG00000035765	Dym	chr18:75018772-75018772	1	989.0	643.0	874.0	869.0	728.0	832.5	566.5	792.0	807.5
ENSMUSG00000097263	Gm26804	chr8:20292477-20292477	1	64.0	46.0	51.0	125.0	127.0	314.0	633.5	227.5	121.5
ENSMUSG00000021764	Ndufs4	chr13:114388094-114388094	-1	1483.0	2105.0	2304.0	876.0	918.0	3049.0	2141.0	1565.0	1057.5
ENSMUSG00000062038	Gm10108	chr5:13121766-13121766	-1	0.0	468.0	2.0	247.0	204.0	1245.5	663.5	643.0	325.5
ENSMUSG00000060098	Prmt7	chr8:106210936-106210936	1	924.0	3445.0	2579.0	3966.0	3252.0	3116.0	2171.5	3124.0	1360.5
ENSMUSG00000030513	Pcsk6	chr7:65861734-65861734	1	549.0	2207.0	186.0	2217.0	1679.0	272.5	1008.5	2474.5	450.0
ENSMUSG00000037351	Actr1b	chr1:36710008-36710008	-1	3201.0	2940.0	4287.0	2246.0	2017.0	2956.5	4619.5	1972.0	3931.5
ENSMUSG00000097839	Gm26909	chr8:22644861-22644861	1	284.0	828.0	823.0	757.0	999.0	2922.0	390.0	1527.0	625.0
ENSMUSG00000020868	Xylt2	chr11:94677515-94677515	-1	708.0	886.0	443.0	1056.0	750.0	389.5	278.5	433.5	479.0
ENSMUSG00000041837	Pdcd7	chr9:65346068-65346068	1	335.0	931.0	799.0	688.0	652.0	694.5	335.0	992.5	416.5
ENSMUSG00000031446	Cul4a	chr8:13105621-13105621	1	4091.0	2284.0	2616.0	2606.0	3223.0	1491.5	2130.5	1490.0	2384.0
ENSMUSG00000022619	Mapk8ip2	chr15:89453913-89453913	1	195.0	296.0	496.0	235.0	226.0	661.0	3528.0	213.0	29.0
ENSMUSG00000031600	Vps37a	chr8:40511783-40511783	1	670.0	807.0	662.0	913.0	1086.0	632.5	1092.5	829.0	1006.0
ENSMUSG00000039100	March6	chr15:31531037-31531037	-1	6637.0	3261.0	4140.0	1570.0	1717.0	1614.5	4788.5	2234.0	4150.0
ENSMUSG00000013662	Atad1	chr19:32712298-32712298	-1	3642.0	1936.0	2764.0	1401.0	1383.0	5058.0	3980.0	1763.0	1874.0
ENSMUSG00000033417	Cacul1	chr19:60581023-60581023	-1	2613.0	3169.0	4071.0	1960.0	2174.0	3970.5	2471.0	3969.5	3636.0
ENSMUSG00000038280	Ostm1	chr10:42583822-42583822	1	511.0	525.0	488.0	647.0	637.0	294.0	899.0	214.0	290.0
ENSMUSG00000026966	Ssna1	chr2:25272410-25272410	-1	446.0	603.0	1033.0	595.0	719.0	1638.5	1728.0	800.5	457.0
ENSMUSG00000097695	Gm26905	chr8:58171435-58171435	1	3078.0	69896.0	1785.0	107864.0	107864.0	26615.5	11088.5	69896.0	107864.0
ENSMUSG00000004460	Dnajb11	chr16:22857845-22857845	1	666.0	1703.0	2063.0	2078.0	2103.0	1591.5	1533.5	2559.0	3658.0
ENSMUSG00000023988	Bysl	chr17:47611492-47611492	-1	246.0	2315.0	3419.0	1401.0	1708.0	2667.0	1151.5	3090.5	1501.5
ENSMUSG00000031959	Wdr59	chr8:111522107-111522107	-1	1505.0	1143.0	992.0	1404.0	1228.0	465.0	416.0	968.5	575.0
ENSMUSG00000029053	Prkcz	chr4:155345772-155345772	-1	184.0	668.0	293.0	661.0	716.0	457.5	1397.5	708.5	693.5
ENSMUSG00000006673	Qrich1	chr9:108516806-108516806	1	2486.0	3596.0	3174.0	3054.0	3106.0	3768.0	3758.0	5296.0	4913.0
ENSMUSG00000005397	Nid1	chr13:13437602-13437602	1	10558.0	8987.0	230.0	5899.0	3858.0	123.5	60.5	5761.5	18009.0
ENSMUSG00000062991	Nrg1	chr8:31918203-31918203	-1	53.0	72.0	79.0	40.0	94.0	99.5	834.5	77.0	431.5
ENSMUSG00000028223	Decr1	chr4:15945507-15945507	-1	1566.0	770.0	576.0	394.0	260.0	526.0	643.0	358.0	353.0
ENSMUSG00000047044	D030056L22Rik	chr19:18713193-18713193	1	464.0	1072.0	884.0	677.0	692.0	1142.0	708.5	1593.0	692.5
ENSMUSG00000048154	Kmt2d	chr15:98871204-98871204	-1	2500.0	3033.0	1514.0	5675.0	5947.0	2041.0	1832.5	3786.0	4687.0
ENSMUSG00000030610	Det1	chr7:78834188-78834188	-1	178.0	260.0	413.0	209.0	234.0	371.5	188.0	324.5	136.0
ENSMUSG00000040928	S100pbp	chr4:129189542-129189542	-1	2120.0	2412.0	1386.0	1844.0	1855.0	1373.0	1364.5	1064.0	1173.0
ENSMUSG00000005362	Crbn	chr6:106800074-106800074	-1	1710.0	1735.0	1366.0	1504.0	1483.0	1941.5	1808.0	1473.0	1173.5
ENSMUSG00000102700	RP24-396E16.1	chr1:89097073-89097073	1	1143.0	107864.0	69883.0	107864.0	107864.0	88873.5	354.0	69883.0	6792.5
ENSMUSG00000001794	Capns1	chr7:30195164-30195164	-1	6411.0	8973.0	2922.0	8541.0	6807.0	4652.5	6350.0	4052.0	5406.0
ENSMUSG00000020074	Ccar1	chr10:62792368-62792368	-1	1704.0	2920.0	3210.0	6154.0	5660.0	3495.0	3765.0	2054.0	2798.5
ENSMUSG00000098650	Gm28048	chr11:22982090-22982090	-1	72.0	445.0	142.0	285.0	317.0	211.0	14.0	1171.5	121.0
ENSMUSG00000040415	Dtx3	chr10:127195709-127195709	-1	1648.0	1224.0	789.0	1355.0	1040.0	1187.5	2084.0	653.5	965.0
ENSMUSG00000036206	Sh3bp4	chr1:89070415-89070415	1	1626.0	715.0	904.0	1433.0	1346.0	999.5	1418.5	1549.0	2895.0
ENSMUSG00000001150	Mcm3ap	chr10:76468971-76468971	1	1563.0	3329.0	2411.0	5150.0	4747.0	2425.5	1582.0	4621.0	2863.5
ENSMUSG00000041716	Gm20604	chr12:102758672-102758672	-1	241.0	305.0	735.0	186.0	198.0	636.0	693.0	359.5	360.5
ENSMUSG00000003178	Mical3	chr6:121081609-121081609	-1	352.0	582.0	270.0	617.0	640.0	222.5	191.0	527.0	606.0
ENSMUSG00000003452	Bicd1	chr6:149408984-149408984	1	632.0	571.0	540.0	626.0	567.0	840.0	1208.5	522.5	518.0
ENSMUSG00000048450	Msx1	chr5:37824583-37824583	-1	729.0	6.0	3110.0	2.0	8.0	12.0	4.0	19.0	84.0
ENSMUSG00000003929	Zfp81	chr17:33358878-33358878	-1	1558.0	796.0	1123.0	708.0	670.0	991.0	1525.0	674.5	654.5
ENSMUSG00000035248	Zcchc6	chr13:59823147-59823147	-1	1576.0	871.0	629.0	1551.0	1566.0	355.0	1158.5	969.0	1605.5
ENSMUSG00000064061	Dzip3	chr16:48994165-48994165	-1	2404.0	1284.0	1149.0	1267.0	1386.0	859.5	2778.0	760.0	1751.0
ENSMUSG00000032624	Eml4	chr17:83350931-83350931	1	4394.0	3644.0	3605.0	2784.0	2662.0	1822.0	1779.5	3345.0	3041.5
ENSMUSG00000020823	Sec14l1	chr11:117115168-117115168	1	4072.0	5436.0	2691.0	5035.0	4501.0	1001.5	2812.0	3678.5	2807.5
ENSMUSG00000005034	Prkacb	chr3:146812960-146812960	-1	4283.0	1077.0	2089.0	832.0	886.0	1151.5	3627.5	992.5	1467.0
ENSMUSG00000093908	Gm5784	chr12:19387809-19387809	1	15.0	241.0	70.0	700.0	868.0	304.0	72.5	402.5	127.0
ENSMUSG00000025898	Cwf19l2	chr9:3404085-3404085	1	1582.0	1696.0	1597.0	1980.0	2017.0	1809.0	922.0	1601.0	910.0
ENSMUSG00000056592	Zfp658	chr7:43562256-43562256	1	46.0	48.0	65.0	42.0	46.0	65.5	527.0	41.5	73.0
ENSMUSG00000027774	Gfm1	chr3:67430096-67430096	1	730.0	2316.0	2595.0	1754.0	1892.0	1628.5	432.0	2447.5	1238.5
ENSMUSG00000058881	Zfp516	chr18:82910879-82910879	1	6926.0	2272.0	1309.0	2269.0	2037.0	328.5	1761.5	809.5	2429.0
ENSMUSG00000090538	Gm4775	chr14:106101157-106101157	-1	285.0	2480.0	606.0	1557.0	1312.0	3872.5	1794.0	3402.0	2163.5
ENSMUSG00000091931	AK010878	chr12:102757800-102757800	-1	108.0	363.0	416.0	301.0	341.0	1656.0	195.0	984.0	309.0
ENSMUSG00000021890	Eaf1	chr14:31495079-31495079	1	992.0	3369.0	2145.0	1824.0	1935.0	1318.0	493.0	3749.0	2489.0
ENSMUSG00000031555	Adam9	chr8:25016812-25016812	-1	1717.0	767.0	668.0	531.0	540.0	206.0	364.5	402.0	1595.0
ENSMUSG00000024400	Wdr33	chr18:31804057-31804057	1	1522.0	2517.0	2851.0	2505.0	2636.0	3217.5	1910.0	2682.5	1915.5
ENSMUSG00000051238	Swsap1	chr9:21955753-21955753	1	48.0	300.0	578.0	144.0	140.0	551.0	273.0	159.5	54.0
ENSMUSG00000001229	Dpp9	chr17:56218889-56218889	-1	679.0	1391.0	2916.0	2130.0	1946.0	1816.0	1104.5	1648.0	1661.5
ENSMUSG00000054942	Fam73a	chr3:152340407-152340407	-1	1157.0	1654.0	1436.0	1639.0	1366.0	1411.5	1081.0	1216.5	1164.5
ENSMUSG00000029553	Tfec	chr6:16898441-16898441	-1	43.0	156.0	208.0	0.0	44.0	17.5	0.0	40.0	420.0
ENSMUSG00000061650	Med9	chr11:59948206-59948206	1	562.0	582.0	604.0	364.0	307.0	770.5	599.5	406.5	446.5
ENSMUSG00000097347	Gm17275	chr1:180802568-180802568	1	49.0	80.0	51.0	122.0	118.0	2537.0	5300.5	292.0	243.5
ENSMUSG00000020680	Taf15	chr11:83473086-83473086	1	2832.0	7661.0	4532.0	3663.0	3770.0	2451.5	2396.5	5925.0	4142.0
ENSMUSG00000031960	Aars	chr8:111033144-111033144	1	2616.0	19676.0	9155.0	23604.0	21649.0	9631.0	6573.0	13983.0	6663.5
ENSMUSG00000038828	Tmem214	chr5:30869579-30869579	1	1387.0	1505.0	2360.0	2166.0	2136.0	3179.5	1470.0	1838.5	3652.5
ENSMUSG00000000420	Galnt1	chr18:24205344-24205344	1	3876.0	1361.0	5096.0	1646.0	1545.0	1526.5	2122.5	1389.0	3506.0
ENSMUSG00000066232	Ipo7	chr7:110018425-110018425	1	4622.0	7955.0	9787.0	8827.0	8035.0	6368.5	4258.5	7294.0	4542.5
ENSMUSG00000051378	Kif18b	chr11:102925124-102925124	-1	1350.0	1658.0	1742.0	2116.0	2075.0	1565.5	233.5	1552.0	1280.5
ENSMUSG00000096921	Gm26822	chr16:10827927-10827927	1	0.0	2.0	0.0	211.0	225.0	2.0	7.5	451.5	257.5
ENSMUSG00000024097	Srsf7	chr17:80207305-80207305	-1	1845.0	6172.0	8732.0	4434.0	4267.0	8263.5	7696.0	10065.0	3752.5
ENSMUSG00000017418	Arl5b	chr2:15049395-15049395	1	2282.0	1301.0	2558.0	993.0	927.0	1224.5	2248.5	1565.5	1786.0
ENSMUSG00000024248	Cox7a2l	chr17:83514333-83514333	-1	7408.0	6337.0	6423.0	3033.0	2965.0	8604.0	8893.5	3313.5	3124.5
ENSMUSG00000096959	4930509G22Rik	chr16:11178176-11178176	1	19.0	658.0	199.0	348.0	343.0	285.0	29.5	490.0	60.0
ENSMUSG00000030733	Sh2b1	chr7:126475130-126475130	-1	2011.0	1766.0	1860.0	2085.0	2042.0	1350.5	1402.0	1884.5	1528.0
ENSMUSG00000031703	Itfg1	chr8:85840949-85840949	-1	3204.0	1692.0	1751.0	1720.0	1776.0	2331.5	5233.5	1422.5	2024.0
ENSMUSG00000008604	Ubqln4	chr3:88553758-88553758	1	2407.0	7336.0	4423.0	6005.0	5341.0	4120.5	2460.5	6305.5	3202.0
ENSMUSG00000024480	Ap3s1	chr18:46741917-46741917	1	1110.0	941.0	2472.0	832.0	818.0	1937.5	4358.0	1052.5	1291.5
ENSMUSG00000023022	Lima1	chr15:99820143-99820143	-1	3542.0	3159.0	339.0	2731.0	2890.0	813.0	147.5	4668.0	5677.0
ENSMUSG00000044847	Lsm11	chr11:45944935-45944935	-1	978.0	385.0	439.0	206.0	157.0	343.5	847.5	196.0	309.5
ENSMUSG00000059409	Ppp2r5d	chr17:46705002-46705002	-1	3663.0	3264.0	4700.0	3340.0	3004.0	3792.5	2855.5	2912.5	4075.0
ENSMUSG00000021686	Ap3b1	chr13:94358960-94358960	1	4389.0	3766.0	1611.0	3301.0	3350.0	1289.5	745.0	2101.5	2672.0
ENSMUSG00000003559	As3mt	chr19:46707443-46707443	1	405.0	426.0	311.0	250.0	177.0	346.5	185.5	289.0	163.5
ENSMUSG00000037337	Map4k1	chr7:28982854-28982854	1	143.0	578.0	226.0	446.0	540.0	256.0	36.0	365.0	397.5
ENSMUSG00000022178	Ajuba	chr14:54577661-54577661	-1	1189.0	2537.0	2294.0	3612.0	5899.0	3876.5	344.5	3998.5	3469.5
ENSMUSG00000029313	Aff1	chr5:103754162-103754162	1	2326.0	4169.0	680.0	3062.0	2445.0	792.5	259.0	4172.0	4084.5
ENSMUSG00000028538	St3gal3	chr4:118134890-118134890	-1	252.0	658.0	314.0	708.0	471.0	338.5	721.5	168.5	356.5
ENSMUSG00000028581	Laptm5	chr4:130913125-130913125	1	36.0	4128.0	29.0	4935.0	4935.0	40.0	1.5	2136.0	122.5
ENSMUSG00000032478	Nme6	chr9:109833193-109833193	1	254.0	373.0	634.0	287.0	270.0	1157.0	342.0	349.0	180.5
ENSMUSG00000024422	Dhx16	chr17:35879819-35879819	1	941.0	5511.0	2913.0	8099.0	8299.0	5411.0	609.5	7034.0	4613.0
ENSMUSG00000022466	Rpap3	chr15:97705822-97705822	-1	399.0	980.0	906.0	801.0	734.0	922.0	594.5	984.5	404.0
ENSMUSG00000029309	Sparcl1	chr5:104114088-104114088	-1	4380.0	1.0	51.0	3.0	5.0	34.5	835.0	8.0	28.5
ENSMUSG00000038708	Golga4	chr9:118506318-118506318	1	5390.0	4147.0	557.0	5390.0	4575.0	842.5	1698.5	4514.0	5081.0
ENSMUSG00000040321	Zfp770	chr2:114201469-114201469	-1	774.0	976.0	1323.0	783.0	730.0	921.5	622.5	1074.0	740.5
ENSMUSG00000073792	Alg6	chr4:99715664-99715664	1	156.0	508.0	268.0	580.0	520.0	493.5	144.5	359.0	426.5
ENSMUSG00000041488	Stx3	chr19:11819403-11819403	-1	743.0	1451.0	2003.0	982.0	1648.0	2024.5	154.5	2587.5	4006.5
ENSMUSG00000057963	Itpk1	chr12:102704930-102704930	-1	442.0	4737.0	1068.0	3243.0	2462.0	621.0	331.5	4852.5	645.5
